Ticker,calendar_qtr_x,public_date,EV/EBITDA,P/E Ratio,P/S Ratio,Net Margin,EBITDA Margin,Return on Assets,Return on Equity,Debt-to-Equity,Interest Coverage,Quick Ratio,Current Ratio,Asset Turnover,Price-to-Book,date,Current Volume,predicted_volume
ORCL,2014Q4,2014-10-31,11.331,16.271,4.495,0.284,0.465,0.205,0.245,0.971,15.689,3.598,3.613,0.426,3.654,2014-10-31,16142821.0,10318830.0
ONNN,2014Q4,2014-10-31,8.671,16.255,1.247,0.079,0.187,0.166,0.156,1.167,9.145,1.301,2.022,0.877,2.249,2014-10-31,14030252.0,8005305.0
CSCO,2014Q4,2014-10-31,12.074,16.423,2.652,0.167,0.263,0.12,0.135,0.856,18.06,3.308,3.388,0.457,2.192,2014-10-31,30379143.0,16383403.0
LRCX,2014Q4,2014-10-31,12.27,21.508,2.686,0.137,0.221,0.134,0.133,0.533,11.764,2.556,3.024,0.604,2.461,2014-10-31,2167598.0,1454334.0
KLAC,2014Q4,2014-10-31,15.107,22.81,4.444,0.199,0.288,0.156,0.163,0.509,14.453,4.388,5.121,0.541,3.548,2014-10-31,1918112.0,1896302.0
CRM,2014Q4,2014-10-31,230.619,-96.955,8.31,-0.084,0.032,0.018,-0.134,1.801,-3.444,0.633,0.633,0.546,12.001,2014-10-31,7418919.0,3823145.0
MSFT,2014Q4,2014-10-31,11.535,17.852,4.477,0.255,0.367,0.202,0.255,0.92,44.577,2.446,2.504,0.549,4.183,2014-10-31,35849656.0,23130397.0
IBM,2014Q4,2014-10-31,9.392,10.18,1.677,0.177,0.258,0.208,0.87,5.399,19.911,1.139,1.197,0.79,9.363,2014-10-31,5818375.0,4690274.0
ISDR,2014Q4,2014-10-31,7.546,317.067,1.525,0.006,0.213,0.337,0.015,1.253,3.612,1.508,1.508,1.304,3.101,2014-10-31,1785.0,13452.0
TXN,2015Q1,2015-01-31,11.398,23.546,4.369,0.196,0.377,0.258,0.222,0.737,37.354,2.551,3.269,0.696,5.122,2015-01-30,12515792.0,8385568.0
SNPS,2015Q1,2015-01-31,14.453,26.213,3.206,0.126,0.217,0.098,0.089,0.563,134.344,1.085,1.085,0.45,2.159,2015-01-30,792808.0,768606.0
GOOGL,2015Q1,2015-01-31,18.464,1.335,2.425,0.217,0.334,0.187,0.151,0.271,172.49,4.537,4.557,0.536,1.537,2015-01-30,6055645.0,3769161.0
NOW,2015Q1,2015-01-31,-92.536,-66.273,17.729,-0.261,-0.159,-0.091,-0.429,2.074,-18.782,2.172,2.172,0.492,25.9,2015-01-30,2233462.0,2084767.0
ADI,2015Q1,2015-01-31,16.897,26.316,5.668,0.22,0.337,0.146,0.129,0.442,23.676,4.857,5.376,0.433,3.252,2015-01-30,1928787.0,2536001.0
KLAC,2015Q1,2015-01-31,15.232,18.972,3.431,0.187,0.283,0.151,0.152,0.513,13.785,4.36,5.121,0.535,2.833,2015-01-30,1631606.0,1435521.0
AMD,2015Q1,2015-01-31,10.787,36.714,0.34,0.009,0.08,0.111,0.101,7.138,1.456,1.303,1.898,1.377,3.725,2015-01-30,12908182.0,25688696.0
ONNN,2015Q1,2015-01-31,8.709,20.854,1.441,0.073,0.187,0.171,0.145,1.208,9.462,1.259,1.992,0.871,2.645,2015-01-30,4787636.0,6144451.0
NVDA,2015Q1,2015-01-31,12.107,0.471,2.287,0.128,0.202,0.138,0.13,0.631,16.607,5.496,5.929,0.655,2.37,2015-01-30,7454968.0,6490149.0
CDNS,2015Q1,2015-01-31,14.486,40.886,3.418,0.086,0.226,0.135,0.111,1.125,7.54,1.003,1.048,0.588,4.083,2015-01-30,3276769.0,4933300.0
FB,2015Q1,2015-01-31,27.758,71.613,15.156,0.247,0.542,0.335,0.174,0.141,52.161,12.825,12.825,0.547,7.993,2015-01-30,42749491.0,41955758.0
NFLX,2015Q1,2015-01-31,52.881,16.786,5.145,0.045,0.091,0.083,0.165,2.997,9.477,0.738,1.52,0.846,15.496,2015-01-30,1887943.0,1855827.0
ANET,2015Q1,2015-01-31,21.215,4.587,7.74,0.132,0.226,0.258,0.206,0.839,14.911,2.373,2.844,1.013,8.25,2015-01-30,456766.0,412262.0
PANW,2015Q1,2015-01-31,-97.44,-6.383,15.37,-0.375,-0.098,-0.07,-0.757,2.023,-11.812,2.106,2.106,0.577,20.641,2015-01-30,1175831.0,1441867.0
AMZN,2015Q1,2015-01-31,35.822,-36.93,1.931,-0.003,0.053,0.125,-0.021,2.775,1.326,0.657,1.004,2.202,15.929,2015-01-30,23857173.0,10232514.0
AAPL,2015Q1,2015-01-31,10.361,18.164,3.733,0.216,0.331,0.275,0.291,1.078,136.727,1.047,1.08,0.833,5.178,2015-01-30,83753961.0,62739949.0
TSLA,2015Q1,2015-01-31,368.345,-8.327,8.963,-0.071,0.027,0.022,-0.26,3.989,-1.457,1.651,2.04,0.656,26.58,2015-01-30,3010359.0,4149186.0
CSCO,2015Q1,2015-01-31,11.296,17.935,2.847,0.162,0.265,0.123,0.135,0.818,17.906,3.1,3.178,0.462,2.374,2015-01-30,38419139.0,29416981.0
INTC,2015Q1,2015-01-31,6.846,15.809,2.853,0.194,0.421,0.252,0.172,0.577,31.685,1.901,2.195,0.6,2.631,2015-01-30,38719736.0,38734050.0
SNOW,2015Q1,2015-01-31,13.417,-3.84,0.877,-0.228,0.14,0.064,0.1,2.589,0.159,0.843,1.117,0.459,1.665,2015-01-30,34724.0,105328.0
CDW,2015Q1,2015-01-31,9.389,23.306,0.503,0.022,0.073,0.144,0.195,6.484,3.255,1.318,1.598,1.957,4.246,2015-01-30,660188.0,1014377.0
ORCL,2015Q1,2015-01-31,11.742,17.454,4.738,0.281,0.465,0.199,0.238,0.999,14.982,3.822,3.837,0.414,3.869,2015-01-30,22590037.0,16889510.0
CRM,2015Q1,2015-01-31,162.379,-110.69,7.02,-0.062,0.045,0.026,-0.101,1.722,-2.713,0.669,0.669,0.56,9.397,2015-01-30,3817413.0,3495228.0
WDAY,2015Q1,2015-01-31,-102.06,-58.859,11.171,-0.348,-0.227,-0.079,-0.239,0.911,-6.902,4.146,4.146,0.319,6.959,2015-01-30,1802536.0,1165283.0
MU,2015Q1,2015-01-31,6.587,9.471,1.867,0.218,0.349,0.283,0.375,0.978,10.683,1.54,2.053,0.784,2.7,2015-01-30,23451622.0,27088148.0
MSFT,2015Q1,2015-01-31,10.84,15.843,3.637,0.235,0.371,0.217,0.242,0.849,43.991,2.743,2.802,0.559,3.568,2015-01-30,78004944.0,50354232.0
WDC,2015Q1,2015-01-31,7.738,15.192,1.477,0.101,0.202,0.203,0.179,0.757,36.269,1.813,2.127,0.989,2.517,2015-01-30,2381021.0,2317908.0
TISI,2015Q1,2015-01-31,11.086,233.988,0.983,0.044,0.104,0.175,0.11,0.539,23.29,3.193,3.557,1.634,2.258,2015-01-30,184972.0,124059.0
QCOM,2015Q1,2015-01-31,13.585,14.195,3.89,0.285,0.347,0.195,0.2,0.24,1606.8,3.485,3.727,0.563,2.63,2015-01-30,26407796.0,21132436.0
ADBE,2015Q1,2015-01-31,51.617,132.321,8.427,0.065,0.178,0.07,0.038,0.592,7.409,1.845,1.845,0.392,4.909,2015-01-30,2331834.0,2381935.0
VMW,2015Q1,2015-01-31,28.659,37.427,1.728,0.154,0.258,0.116,0.13,0.926,62.368,2.316,2.316,0.425,1.353,2015-01-30,4399382.0,2675355.0
CTSH,2015Q1,2015-01-31,14.531,23.638,3.34,0.142,0.206,0.249,0.22,0.268,6282.41,4.014,4.014,1.148,4.458,2015-01-30,3756381.0,4581362.0
HPQ,2015Q1,2015-01-31,6.37,13.79,0.595,0.045,0.12,0.129,0.173,2.846,14.641,1.0,1.147,1.067,2.379,2015-01-30,17496985.0,15459557.0
AKAM,2015Q1,2015-01-31,14.909,33.231,5.564,0.17,0.379,0.213,0.118,0.298,38.311,4.129,4.129,0.524,3.609,2015-01-30,1547955.0,1366381.0
ANSS,2015Q1,2015-01-31,17.014,29.228,7.907,0.284,0.466,0.156,0.117,0.259,444.813,2.499,2.499,0.331,3.159,2015-01-30,404631.0,357505.0
ENPH,2015Q1,2015-01-31,-3172.2,-45.889,1.773,-0.037,-0.0,-0.001,-0.292,2.242,-4.075,1.891,2.24,2.414,12.768,2015-01-30,577085.0,575452.0
ISDR,2015Q1,2015-01-31,7.3,507.143,1.503,0.003,0.212,0.3,0.006,1.164,3.612,1.632,1.632,1.416,3.208,2015-01-30,39818.0,700.0
LRCX,2015Q1,2015-01-31,11.061,1.921,2.567,0.145,0.222,0.138,0.145,0.548,12.388,2.439,2.909,0.609,2.49,2015-01-30,3462940.0,2223704.0
INTU,2015Q1,2015-01-31,15.639,30.146,5.344,0.186,0.33,0.303,0.305,0.792,42.733,1.765,1.765,0.874,8.038,2015-01-30,1900347.0,1772273.0
IBM,2015Q1,2015-01-31,9.6,9.673,1.582,0.171,0.254,0.199,0.84,5.92,19.115,1.116,1.173,0.781,10.658,2015-01-30,6563570.0,4712247.0
ANET,2015Q2,2015-04-30,29.698,60.387,7.281,0.149,0.232,0.231,0.277,0.46,19.986,4.149,4.706,0.994,7.652,2015-04-30,349915.0,279385.0
ISDR,2015Q2,2015-04-30,7.363,273.733,1.186,0.003,0.218,0.305,0.007,0.698,1.061,1.157,1.157,1.401,2.435,2015-04-30,2990.0,2320.0
SNPS,2015Q2,2015-04-30,13.234,28.938,3.428,0.121,0.227,0.106,0.087,0.557,128.205,1.057,1.057,0.457,2.475,2015-04-30,610528.0,613622.0
INTC,2015Q2,2015-04-30,7.727,14.091,2.764,0.209,0.433,0.262,0.191,0.62,33.423,1.464,1.731,0.606,2.589,2015-04-30,22013325.0,27092154.0
INTU,2015Q2,2015-04-30,16.643,35.961,6.197,0.182,0.324,0.282,0.279,0.819,42.759,1.685,1.685,0.846,11.462,2015-04-30,1267840.0,1003627.0
TXN,2015Q2,2015-04-30,11.801,21.093,4.323,0.216,0.394,0.28,0.255,0.706,41.543,2.248,2.918,0.712,5.227,2015-04-30,6756945.0,5726716.0
ANSS,2015Q2,2015-04-30,17.291,31.793,8.233,0.272,0.46,0.157,0.114,0.251,447.433,2.388,2.388,0.341,3.417,2015-04-30,507852.0,260643.0
HPQ,2015Q2,2015-04-30,6.945,14.397,0.617,0.045,0.126,0.118,0.149,2.726,17.03,1.002,1.148,0.945,2.132,2015-04-30,10519480.0,11589079.0
PANW,2015Q2,2015-04-30,-95.234,-7.506,16.447,-0.341,-0.112,-0.072,-0.663,2.185,-8.406,2.097,2.097,0.53,23.55,2015-04-30,1115251.0,1198606.0
ORCL,2015Q2,2015-04-30,12.202,18.251,5.277,0.279,0.46,0.19,0.232,1.029,14.18,3.9,3.916,0.401,4.261,2015-04-30,20196267.0,11941981.0
AAPL,2015Q2,2015-04-30,8.768,4.217,3.609,0.223,0.339,0.306,0.317,0.938,137.555,1.248,1.282,0.867,4.916,2015-04-30,83195423.0,58513376.0
AMD,2015Q2,2015-04-30,15.41,-4.264,0.319,-0.073,0.05,0.069,-1.103,19.144,0.842,1.424,1.9,1.359,9.403,2015-04-30,11465305.0,11662803.0
MSFT,2015Q2,2015-04-30,11.303,19.613,4.228,0.222,0.367,0.21,0.228,0.873,42.285,2.577,2.634,0.553,4.155,2015-04-30,64725657.0,39012551.0
TISI,2015Q2,2015-04-30,10.482,231.243,0.997,0.045,0.106,0.175,0.111,0.534,24.965,3.24,3.609,1.644,2.483,2015-04-30,81682.0,59756.0
SNOW,2015Q2,2015-04-30,15.93,-16.525,0.847,-0.051,0.131,0.062,-0.087,2.696,0.296,0.846,1.139,0.473,1.966,2015-04-30,78834.0,56356.0
CRM,2015Q2,2015-04-30,125.455,-173.38,8.884,-0.049,0.057,0.031,-0.075,1.69,-1.989,0.809,0.809,0.542,12.009,2015-04-30,17492074.0,9210823.0
WDAY,2015Q2,2015-04-30,-90.937,-67.563,12.382,-0.315,-0.215,-0.075,-0.214,1.095,-6.945,3.289,3.289,0.347,8.664,2015-04-30,1680244.0,1160525.0
MU,2015Q2,2015-04-30,6.792,8.629,1.795,0.23,0.353,0.278,0.372,0.912,10.557,1.642,2.183,0.759,2.448,2015-04-30,15272069.0,12833002.0
IBM,2015Q2,2015-04-30,8.747,10.987,1.818,0.17,0.246,0.187,0.859,8.891,17.807,1.195,1.248,0.761,13.876,2015-04-30,5062913.0,3312052.0
QCOM,2015Q2,2015-04-30,13.68,14.376,4.111,0.299,0.348,0.196,0.21,0.247,2740.33,3.412,3.64,0.558,2.855,2015-04-30,8319804.0,7166206.0
VMW,2015Q2,2015-04-30,24.075,43.186,1.833,0.147,0.254,0.111,0.123,1.006,50.125,2.285,2.285,0.438,1.459,2015-04-30,754922.0,1181405.0
CTSH,2015Q2,2015-04-30,16.18,24.911,3.482,0.14,0.203,0.209,0.203,0.514,763.727,2.604,2.604,1.03,4.472,2015-04-30,3858459.0,4953678.0
TSLA,2015Q2,2015-04-30,671.592,-95.784,8.934,-0.092,0.014,0.011,-0.358,5.352,-1.643,1.065,1.518,0.774,29.46,2015-04-30,3911857.0,5281689.0
CSCO,2015Q2,2015-04-30,10.976,17.263,3.054,0.18,0.279,0.131,0.153,0.833,19.401,3.303,3.388,0.462,2.544,2015-04-30,26514496.0,18936257.0
AKAM,2015Q2,2015-04-30,15.925,40.098,6.713,0.17,0.378,0.214,0.119,0.359,28.062,3.78,3.78,0.564,4.417,2015-04-30,2280975.0,1365315.0
LRCX,2015Q2,2015-04-30,11.766,1.839,2.462,0.147,0.221,0.138,0.148,0.55,12.645,2.433,2.928,0.613,2.393,2015-04-30,1597347.0,1483954.0
FB,2015Q2,2015-04-30,35.099,71.609,14.21,0.236,0.499,0.214,0.112,0.113,216.609,9.6,9.6,0.429,4.777,2015-04-30,28999005.0,24136358.0
NVDA,2015Q2,2015-04-30,12.12,19.817,2.551,0.135,0.209,0.135,0.136,0.63,16.452,5.837,6.376,0.648,2.568,2015-04-30,5471083.0,6492985.0
CDNS,2015Q2,2015-04-30,17.168,35.865,3.453,0.101,0.229,0.129,0.128,1.407,7.395,1.289,1.329,0.561,4.093,2015-04-30,5531306.0,5079603.0
ADBE,2015Q2,2015-04-30,44.628,126.767,8.94,0.072,0.198,0.081,0.044,0.596,9.152,1.94,1.94,0.399,5.485,2015-04-30,2109174.0,1745422.0
AMZN,2015Q2,2015-04-30,41.013,-445.0,2.207,-0.003,0.044,0.083,-0.022,4.074,0.619,0.82,1.115,1.88,16.699,2015-04-30,3647877.0,3565824.0
KLAC,2015Q2,2015-04-30,16.825,23.15,3.259,0.147,0.275,0.146,0.118,0.863,9.912,4.211,4.969,0.541,15.617,2015-04-30,1478562.0,984277.0
ENPH,2015Q2,2015-04-30,156.084,-66.158,1.614,-0.023,0.012,0.03,-0.185,2.241,-2.721,1.589,1.957,2.558,11.821,2015-04-30,806204.0,1302490.0
GOOGL,2015Q2,2015-04-30,17.051,27.073,2.397,0.211,0.325,0.177,0.142,0.255,167.069,4.52,4.801,0.545,1.486,2015-04-30,2362024.0,1828566.0
NOW,2015Q2,2015-04-30,-97.491,-60.862,16.842,-0.263,-0.159,-0.084,-0.436,2.324,-5.185,1.789,1.789,0.526,26.817,2015-04-30,1728100.0,1455840.0
ADI,2015Q2,2015-04-30,16.828,29.874,6.405,0.218,0.34,0.142,0.131,0.5,24.437,3.909,4.228,0.411,3.818,2015-04-30,2985884.0,3637680.0
NFLX,2015Q2,2015-04-30,47.229,128.819,6.129,0.048,0.083,0.073,0.167,2.799,8.018,0.681,1.48,0.883,18.16,2015-04-30,1509322.0,1272298.0
WDC,2015Q2,2015-04-30,8.368,15.107,1.487,0.102,0.199,0.196,0.177,0.728,36.269,2.001,2.343,0.986,2.486,2015-04-30,3637175.0,2463995.0
CDW,2015Q2,2015-04-30,10.49,26.986,0.548,0.02,0.073,0.147,0.182,5.514,3.414,1.441,1.671,2.008,4.686,2015-04-30,683046.0,562411.0
IBM,2015Q3,2015-07-31,9.537,10.338,1.76,0.173,0.249,0.186,1.036,7.487,17.96,1.14,1.194,0.763,13.069,2015-07-31,3580226.0,4615682.0
AAPL,2015Q3,2015-07-31,9.098,3.748,3.26,0.225,0.344,0.316,0.342,1.016,125.68,1.155,1.189,0.868,4.526,2015-07-31,42885153.0,69975968.0
QCOM,2015Q3,2015-07-31,12.664,15.258,3.68,0.26,0.355,0.202,0.185,0.245,4295.5,3.335,3.589,0.571,2.674,2015-07-31,9612148.0,9847918.0
ADI,2015Q3,2015-07-31,16.653,27.514,5.836,0.215,0.346,0.148,0.133,0.52,25.301,3.187,3.494,0.422,3.511,2015-07-31,1930726.0,2262281.0
WDC,2015Q3,2015-07-31,8.446,13.139,1.317,0.104,0.198,0.193,0.175,0.702,36.269,2.081,2.439,0.978,2.145,2015-07-31,3930955.0,2397108.0
SNOW,2015Q3,2015-07-31,11.407,-52.474,0.785,-0.014,0.166,0.084,-0.027,2.885,0.824,0.85,1.153,0.505,1.39,2015-07-31,124174.0,122326.0
FB,2015Q3,2015-07-31,32.885,91.272,15.728,0.208,0.467,0.242,0.12,0.123,216.609,10.742,10.742,0.425,5.665,2015-07-31,46569045.0,29343117.0
TXN,2015Q3,2015-07-31,10.914,18.175,3.883,0.226,0.409,0.298,0.273,0.697,45.956,2.507,3.265,0.747,4.762,2015-07-31,7466903.0,5325833.0
ENPH,2015Q3,2015-07-31,112.5,-32.833,0.706,-0.022,0.013,0.037,-0.2,2.415,-3.282,1.568,1.947,2.561,5.987,2015-07-31,585041.0,806623.0
ANET,2015Q3,2015-07-31,30.929,4.061,8.7,0.153,0.232,0.238,0.247,0.425,30.559,4.594,5.215,0.855,9.205,2015-07-31,590952.0,399289.0
INTC,2015Q3,2015-07-31,7.172,12.267,2.463,0.211,0.436,0.266,0.192,0.59,32.945,1.614,1.902,0.614,2.357,2015-07-31,27158763.0,26213584.0
CDNS,2015Q3,2015-07-31,15.268,39.566,3.786,0.1,0.235,0.135,0.127,1.244,6.732,1.15,1.193,0.549,4.482,2015-07-31,1618423.0,1914688.0
AMZN,2015Q3,2015-07-31,28.958,-30.121,2.727,-0.004,0.061,0.132,-0.038,3.298,1.516,0.715,1.041,2.011,23.063,2015-07-31,3025598.0,3014236.0
AKAM,2015Q3,2015-07-31,15.806,41.021,6.733,0.166,0.372,0.198,0.119,0.352,23.772,4.087,4.087,0.522,4.532,2015-07-31,3480156.0,1987722.0
MU,2015Q3,2015-07-31,6.943,6.15,1.192,0.213,0.35,0.264,0.318,0.907,9.447,1.685,2.224,0.716,1.61,2015-07-31,55074887.0,32958265.0
TSLA,2015Q3,2015-07-31,1557.6,-5.58,9.62,-0.113,0.006,0.004,-0.425,4.973,-1.81,1.24,1.675,0.626,40.967,2015-07-31,2222552.0,2553474.0
VMW,2015Q3,2015-07-31,25.241,43.906,1.771,0.143,0.254,0.109,0.121,0.984,49.24,2.289,2.289,0.422,1.465,2015-07-31,945494.0,3591165.0
CDW,2015Q3,2015-07-31,10.022,24.951,0.502,0.02,0.074,0.149,0.182,5.667,3.591,1.395,1.659,2.001,4.29,2015-07-31,1310785.0,3072985.0
CTSH,2015Q3,2015-07-31,15.079,26.292,3.577,0.137,0.2,0.227,0.203,0.354,257.785,3.488,3.488,1.049,4.57,2015-07-31,3302462.0,2529372.0
PANW,2015Q3,2015-07-31,-103.04,-16.474,18.904,-0.184,-0.117,-0.069,-0.345,2.352,-6.705,1.834,1.834,0.508,34.223,2015-07-31,1107815.0,798318.0
CRM,2015Q3,2015-07-31,111.406,-293.2,8.493,-0.029,0.065,0.039,-0.046,1.579,-1.389,0.719,0.719,0.573,11.346,2015-07-31,2144550.0,2581418.0
TISI,2015Q3,2015-07-31,9.741,23.459,1.071,0.048,0.108,0.181,0.119,0.572,25.461,2.88,3.165,1.669,2.615,2015-07-31,65477.0,38265.0
LRCX,2015Q3,2015-07-31,12.212,1.784,2.424,0.151,0.219,0.139,0.154,0.602,12.719,2.575,3.087,0.605,2.391,2015-07-31,2513807.0,2646825.0
NFLX,2015Q3,2015-07-31,56.979,29.768,8.385,0.041,0.079,0.07,0.142,3.14,6.016,0.822,1.608,0.79,25.506,2015-07-31,16349071.0,10144817.0
NOW,2015Q3,2015-07-31,-86.185,-61.45,16.364,-0.257,-0.16,-0.093,-0.471,2.228,-5.708,1.902,1.902,0.551,27.175,2015-07-31,1827644.0,1192544.0
GOOGL,2015Q3,2015-07-31,17.748,1.667,2.81,0.2,0.323,0.177,0.136,0.256,167.049,4.76,4.822,0.53,1.728,2015-07-31,1746094.0,1567407.0
KLAC,2015Q3,2015-07-31,18.293,24.906,2.993,0.126,0.263,0.138,0.123,1.499,7.339,3.962,4.688,0.539,16.919,2015-07-31,3165338.0,1622160.0
ADBE,2015Q3,2015-07-31,43.461,113.875,9.38,0.084,0.209,0.085,0.052,0.627,10.259,2.012,2.012,0.4,5.882,2015-07-31,2893613.0,2073985.0
HPQ,2015Q3,2015-07-31,7.626,15.034,0.666,0.046,0.133,0.108,0.132,2.751,19.931,0.995,1.143,0.811,1.934,2015-07-31,11925558.0,11539469.0
ORCL,2015Q3,2015-07-31,13.523,18.072,4.531,0.26,0.447,0.17,0.207,1.27,12.431,4.112,4.132,0.38,3.531,2015-07-31,13706065.0,12444523.0
INTU,2015Q3,2015-07-31,22.946,62.586,6.977,0.115,0.265,0.212,0.164,0.946,32.036,1.497,1.497,0.81,12.352,2015-07-31,904111.0,987932.0
ISDR,2015Q3,2015-07-31,7.524,50.714,1.251,0.024,0.215,0.28,0.049,0.893,1.061,1.453,1.453,1.269,2.393,2015-07-31,578.0,602.0
ANSS,2015Q3,2015-07-31,16.961,34.614,9.043,0.271,0.46,0.155,0.112,0.249,447.433,2.427,2.427,0.34,3.882,2015-07-31,314449.0,356419.0
WDAY,2015Q3,2015-07-31,-109.97,-62.007,10.36,-0.285,-0.175,-0.069,-0.22,1.033,-6.948,3.521,3.521,0.384,8.161,2015-07-31,965540.0,652724.0
CSCO,2015Q3,2015-07-31,11.267,16.523,2.969,0.183,0.282,0.132,0.157,0.828,20.231,3.173,3.256,0.463,2.457,2015-07-31,20375986.0,17450923.0
MSFT,2015Q3,2015-07-31,11.283,19.378,3.957,0.212,0.363,0.203,0.216,0.916,39.849,2.528,2.585,0.544,4.014,2015-07-31,31204480.0,24125886.0
AMD,2015Q3,2015-07-31,19.21,-2.644,0.293,-0.11,0.048,0.06,-1.299,11.715,0.294,1.371,1.927,1.304,48.042,2015-07-31,7733694.0,26218162.0
NVDA,2015Q3,2015-07-31,11.992,0.445,2.274,0.133,0.212,0.144,0.14,0.619,16.794,5.737,6.216,0.668,2.236,2015-07-31,5459211.0,9928278.0
SNPS,2015Q3,2015-07-31,13.533,32.177,3.67,0.115,0.229,0.107,0.084,0.555,121.048,1.094,1.094,0.461,2.586,2015-07-31,465800.0,418934.0
MLSS,2015Q3,2015-08-31,-22.062,-14.158,5.92,-0.433,-0.262,-0.149,-0.283,0.145,-263.0,6.064,7.369,0.584,4.591,2015-08-31,11688.0,2600.0
GDDY,2015Q3,2015-08-31,15.474,-12.294,1.087,-0.085,0.082,0.037,-0.325,7.56,-0.352,0.527,0.527,0.448,4.605,2015-08-31,703670.0,631086.0
ON,2015Q3,2015-08-31,9.59,28.955,1.144,0.042,0.177,0.164,0.09,1.359,7.171,0.995,1.666,0.898,2.47,2015-08-31,6670459.0,4106067.0
TXN,2015Q4,2015-10-31,11.0,20.403,4.375,0.228,0.411,0.306,0.277,0.701,46.286,2.227,2.9,0.746,5.449,2015-10-30,7503371.0,5492576.0
TSLA,2015Q4,2015-10-31,-371.62,-3.332,7.317,-0.141,-0.023,-0.015,-0.569,5.679,-2.784,0.955,1.421,0.62,37.849,2015-10-30,4457801.0,3928144.0
AKAM,2015Q4,2015-10-31,16.161,33.054,5.158,0.159,0.364,0.196,0.114,0.351,23.233,3.837,3.837,0.526,3.515,2015-10-30,4006747.0,2383634.0
ADI,2015Q4,2015-10-31,15.74,26.96,5.736,0.217,0.354,0.156,0.138,0.422,27.767,4.111,4.559,0.47,3.534,2015-10-30,2097556.0,1778870.0
TISI,2015Q4,2015-10-31,11.299,218.75,0.866,0.039,0.099,0.172,0.102,0.768,17.219,3.16,3.497,1.508,2.242,2015-10-30,177721.0,668540.0
GOOGL,2015Q4,2015-10-31,16.905,1.874,3.086,0.202,0.325,0.177,0.136,0.249,174.245,4.808,4.897,0.526,1.892,2015-10-30,1999161.0,1996158.0
FB,2015Q4,2015-10-31,34.977,104.051,15.734,0.187,0.438,0.202,0.096,0.121,216.609,9.823,9.823,0.389,5.839,2015-10-30,33487104.0,24004469.0
AMD,2015Q4,2015-10-31,62.064,-2.33,0.361,-0.153,0.015,0.018,-2.284,23.918,-0.713,1.34,1.879,1.246,8.958,2015-10-30,4897116.0,5858746.0
SNPS,2015Q4,2015-10-31,14.544,33.099,3.534,0.109,0.227,0.106,0.079,0.57,126.978,1.105,1.105,0.458,2.471,2015-10-30,949568.0,695675.0
HPQ,2015Q4,2015-10-31,8.466,14.189,0.717,0.052,0.145,0.096,0.124,2.839,22.735,0.971,1.116,0.656,1.616,2015-10-30,26398608.0,51620791.0
SNOW,2015Q4,2015-10-31,12.026,-59.733,0.69,-0.012,0.161,0.086,-0.027,2.959,0.811,1.065,1.4,0.533,1.466,2015-10-30,215105.0,134596.0
AAPL,2015Q4,2015-10-31,9.106,3.446,2.97,0.226,0.347,0.319,0.355,1.1,111.102,1.08,1.114,0.873,4.435,2015-10-30,49365254.0,32390719.0
PANW,2015Q4,2015-10-31,-154.2,-79.703,14.873,-0.178,-0.114,-0.061,-0.345,3.028,-5.981,1.04,1.04,0.539,28.29,2015-10-30,1105804.0,1498416.0
MU,2015Q4,2015-10-31,4.338,6.704,1.11,0.179,0.347,0.241,0.248,0.882,7.968,1.602,2.201,0.694,1.453,2015-10-30,19248404.0,18767115.0
ANET,2015Q4,2015-10-31,32.722,2.88,6.182,0.144,0.218,0.203,0.191,0.449,44.424,4.22,4.781,0.835,6.535,2015-10-30,489325.0,1177444.0
ON,2015Q4,2015-10-31,9.59,33.333,1.316,0.042,0.177,0.164,0.09,1.359,7.171,0.995,1.666,0.898,2.842,2015-10-30,11878225.0,4221870.0
INTC,2015Q4,2015-10-31,7.325,14.347,2.892,0.211,0.427,0.259,0.194,0.589,30.665,1.526,1.822,0.609,2.622,2015-10-30,24693857.0,21764173.0
NFLX,2015Q4,2015-10-31,73.491,34.406,7.579,0.032,0.067,0.055,0.109,3.35,3.916,0.864,1.652,0.747,22.795,2015-10-30,15571468.0,11785108.0
MSFT,2015Q4,2015-10-31,11.607,35.568,4.493,0.13,0.359,0.193,0.139,1.201,34.953,2.443,2.501,0.537,5.071,2015-10-30,46619761.0,30285008.0
ORCL,2015Q4,2015-10-31,13.062,18.15,4.35,0.25,0.44,0.164,0.198,1.173,11.078,4.031,4.05,0.365,3.517,2015-10-30,16471536.0,19789669.0
INTU,2015Q4,2015-10-31,27.457,67.193,6.144,0.099,0.26,0.214,0.15,1.13,31.741,1.468,1.468,0.824,10.812,2015-10-30,1233520.0,1512321.0
KLAC,2015Q4,2015-10-31,15.615,29.964,3.72,0.13,0.275,0.149,0.179,10.451,6.612,3.281,3.898,0.543,24.837,2015-10-30,1220913.0,2938408.0
NOW,2015Q4,2015-10-31,-89.203,-60.037,15.257,-0.246,-0.148,-0.09,-0.484,2.28,-5.928,1.781,1.781,0.577,27.522,2015-10-30,1432698.0,798762.0
ISDR,2015Q4,2015-10-31,7.519,58.214,1.505,0.025,0.219,0.266,0.047,0.795,1.061,1.317,1.317,1.175,2.643,2015-10-30,4949.0,1109.0
ANSS,2015Q4,2015-10-31,17.605,34.912,9.007,0.269,0.46,0.157,0.113,0.24,447.433,2.476,2.476,0.343,3.736,2015-10-30,474252.0,403453.0
